발행사명,사업자번호,업종,기준년도,부채비율,부채비율점수,매출액,매출액점수,매출액 영업이익률,매출액 영업이익률점수,총자산 영업이익률,총자산 영업이익률점수,자산규모,자산규모점수,이자보상비율,이자보상비율점수,자기자본 순이익률,자기자본 순이익률점수,차입금의존도,차입금의존도점수,매출액증가율(1~9단계),매출액증가율점수,유동비율,유동비율점수,종합시공능력,종합시공능력점수,전문설비시공능력,전문설비시공능력점수,의료재단등급(1~6),의료재단등급점수,신평사등급/watch(1~7단계),신평사등급점수,주요주주지분(1~4단계),주요주주지분점수,시장금리변동(1~5단계),시장금리변동점수,상장여부(1~4단계),상장여부점수,배서인정보(1~4단계),배서인정보점수,과거이력(1~4단계),과거이력점수,업력(년수),업력점수,종합점수,등급,조정점수,조정등급,부도정보,일자,신평사등급
디어스이앤씨,1408118582,생산시설건설업,2020,596.28,3.5,"44,473,397",6,0.08,2,0.002,1,"13,863,979",0.5,999.00,10,2.67,5,0.00,14.0,9,10.0,1.108,4,,0.00,,0.00,,0.00,3,1,4,7,3,2,2,5,2,1,4,6,15,3,81.00,준B급,72.90,C급,,,BB-
아이월드제약,1318199577,의약품제조업,2020,233.70,12.5,"15,603,990",3,9.82,11,0.068,3,"22,587,369",3,2.50,1.5,22.43,12,45.83,2.0,2,-1.5,1.304,5,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,15,3,57.50,거절의견,51.75,거절의견,,,B-
아이에스동서,2118631577,건설업,2021,148.35,17.0,"1,262,351,231",16,20.29,15.5,0.084,8,"3,036,486,065",15,3.08,3,9.23,8,39.30,8.0,7,6.0,1.413,6,37,4.50,,0.00,,0.00,5,3,4,7,5,5,4,15,2,1,5,10,47,5,153.00,A급,137.70,A급,,,BBB
아이시티건설,3948700018,건설업,2020,5.30,17.5,"20,387,019",1.5,-9.54,-3,-0.091,-2,"21,291,646",4,-3.45,-2,-6.93,0,0.00,14.0,3,-1.0,20.882,10,,0.00,,0.00,,0.00,2,-3,4,7,4,3,2,5,2,1,5,10,6,2,64.00,C급,57.60,거절의견,,,B+
아이비스코리아,2148625322,문구용지제조업,2020,193.03,10.0,"11,042,502",1,2.70,5,0.035,1,"8,564,487",1,2.00,1,5.37,3.5,31.44,4.0,6,3.0,1.458,3,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,23,4,41.50,거절의견,37.35,거절의견,,,B+
아이디에스,5148135972,금속성형기계제조,2020,459.38,7.0,"21,969,692",1.5,-16.69,-3,-0.078,-2,"47,297,323",4,4.51,3,41.65,12,62.11,-3.0,3,-1.0,0.669,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,21,4,27.50,거절의견,24.75,거절의견,,,CCC+
아시아환경,5138134403,"냉장,냉동설비",2019,9.25,16.0,"14,717,670",3,16.90,13,0.269,8,"10,521,817",1.5,3160.81,8.5,23.51,11.5,0.00,13.0,5,1.0,4.983,8,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,16,3,96.50,B급,86.85,준B급,,,BBB
아산,1348158143,자동차부품업,2020,165.29,16.0,"61,077,465",6,1.42,4,0.009,1,"100,665,761",11,1.39,1,1.77,3,51.81,1.0,5,2.0,0.759,2,,0.00,,0.00,,0.00,3,1,1,2,3,2,2,5,2,1,3,2,21,4,64.00,C급,57.60,거절의견,,,BB
아사아블로이엔트런스시스템,1098154914,금속셔터관련제품,2020,61.17,15.5,"15,689,057",2,3.75,5,0.056,3,"10,483,947",1.5,70.14,9,11.34,8,4.63,14.0,1,-2.5,3.115,9,,0.00,,0.00,,0.00,3,1,4,7,3,2,2,5,2,1,4,6,23,4,90.50,준B급,81.45,준B급,,,BB-
아방,2188110812,의류제조업,2020,127.37,15.0,"23,213,484",2,1.01,3,0.007,1,"32,010,371",4,0.62,0.5,-1.53,0.5,42.42,3.0,3,-1.0,1.642,6,,0.00,,0.00,,0.00,2,-3,1,2,2,1,2,5,2,1,3,2,30,5,47.00,거절의견,42.30,거절의견,,,B
아르떼,1268628814,"주형,금형제조",2019,227.19,10.0,"5,836,566",0,4.72,7,0.075,4,"3,652,897",0,4.61,2.5,21.55,11.5,39.34,4.0,5,1.0,1.954,4,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,10,3,56.00,거절의견,50.40,거절의견,,,BB-
아륭기공,4098104084,액체펌프제조업,2020,73.85,15.5,"15,523,767",2,2.24,5,0.022,1,"15,998,426",1.5,10.33,7,5.97,4,14.40,12.0,2,-1.5,2.079,7,,0.00,,0.00,,0.00,5,3,2,4,3,2,2,5,2,1,4,6,37,5,79.50,C급,71.55,C급,,,BBB+
아람주택,4108664113,건물건설업,2020,894.74,1.0,"23,701,337",1.5,-46.32,-3,-0.079,-2,"138,899,409",12,-1.92,-1,-72.49,0,76.82,-3.0,1,-2.5,1.028,4,,0.00,,0.00,,0.00,1,-8,1,2,3,2,2,5,2,1,3,2,9,2,13.00,거절의견,11.70,거절의견,,,CCC-
씨카코리아,4018518786,화학제품제조업,2020,730.04,1.0,"43,873,452",6,1.06,4,0.016,1,"29,898,974",2,1.90,1,14.95,9,52.08,0.0,7,6.0,2.018,7,,0.00,,0.00,,0.00,4,2,3,5,2,1,2,5,2,1,3,2,29,4,57.00,거절의견,51.30,거절의견,,,BB+
씨엔티코리아,1378148080,식품가공기기제조,2020,356.77,7.5,"13,818,236",1,-0.06,-2,0.000,0,"16,886,375",0.5,-0.44,-1,-12.44,0,64.98,-3.0,7,6.0,0.579,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,2,-1,19,3,14.00,거절의견,12.60,거절의견,,,B
씨엔지건설,1198151156,기계장비설치공사,2020,183.77,10.0,"32,725,859",4,1.43,4,0.063,2,"7,378,719",0,6.85,2.5,12.48,7.5,16.01,10.0,8,7.0,1.763,4,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,20,4,64.00,C급,57.60,거절의견,,,BB
씨에이엔지니어링,1208151312,공기조화장치제조업,2020,84.66,14.0,"11,137,621",1,4.90,7,0.064,2,"8,471,412",1.5,8.07,4.5,7.48,5.5,19.12,10.0,7,5.0,3.158,7,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,26,4,70.50,C급,63.45,C급,,,BB
쌍용씨앤이,2028133033,시멘트제조업,2020,74.95,19.0,"992,643,779",16,19.75,15.5,0.067,6,"2,923,926,636",15,8.90,7,7.76,8,27.01,11.0,6,5.0,2.029,8,,0.00,,0.00,,0.00,7,5,4,7,4,3,4,15,2,1,5,10,59,5,156.50,A급,140.85,A급,,,A
싸이텍,1378126257,동력식수지공구,2020,185.07,10.0,"4,379,844",0,4.06,7,0.016,0.5,"11,430,953",1,1.69,1.5,2.65,3.5,53.70,-1.0,2,-1.5,1.615,4,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,21,4,34.00,거절의견,30.60,거절의견,,,B+
신흥정공,1338123864,"차체,특장차제조",2020,196.84,10.0,"8,450,171",1,1.15,3,0.017,0.5,"5,844,292",0,1.49,1.5,1.58,1.5,47.18,1.0,4,0.0,2.605,6,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,25,4,37.50,거절의견,33.75,거절의견,,,BB
신화에스티,2368800136,"주형,금형제조",2020,144.08,13.5,"19,045,224",2,3.82,5,0.034,1,"21,410,042",3,6.89,3,6.42,6,31.18,5.0,6,4.0,0.831,2,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,6,2,58.50,거절의견,52.65,거절의견,,,BB-
신천전설,5148149011,내부전기배선공사,2018,32.30,16.0,"4,618,705",0,3.04,5,0.055,2,"2,541,082",0.5,60.77,8.5,5.85,3.5,17.71,10.0,8,7.0,3.495,7,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,17,3,67.50,C급,60.75,C급,,,B+
신창실업,3128123375,공기조화장치,2020,9.63,17.5,"11,777,024",1,4.89,7,0.024,1,"23,566,127",4,148.40,9,2.92,4,1.06,14.0,5,3.0,6.213,10,,0.00,,0.00,,0.00,6,4,1,2,2,1,2,5,2,1,3,2,25,4,89.50,준B급,80.55,준B급,,,A-
신진자동차,5028100636,시내버스운송업,2015,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신진엠텍,1248107609,특수목적기계제조,2020,336.49,9.0,"63,250,792",6,1.68,4,0.020,1.5,"54,015,377",4,3.67,2,6.89,7,48.48,3.0,8,8.0,0.987,2,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,48,5,63.50,C급,57.15,거절의견,,,BB-
신일정공,1348106970,자동차부품업,2021,71.27,17.0,"9,241,476",1,-15.32,-3,-0.032,-2,"44,103,374",6,-7.60,-2,-3.51,0,30.84,6.0,2,-1.5,0.663,2,,0.00,,0.00,,0.00,5,3,1,2,2,1,2,5,2,1,3,2,35,5,42.50,거절의견,38.25,거절의견,,,BB-
신일전자,1348125389,전자부품도매업,2020,46.94,20.0,"172,441,515",14,3.62,7.5,0.056,5,"110,598,654",12,51.26,10,11.08,10,10.52,13.0,6,5.0,2.047,8,,0.00,,0.00,,0.00,6,4,1,2,3,2,4,15,2,1,4,6,62,5,139.50,A급,125.55,준A급,,,A-
신일,6208107960,산업용가스제조,2019,114.00,14.0,"7,754,991",0,-1.84,-2,-0.014,0,"9,881,324",1.5,-0.03,-1,-4.24,0,43.47,1.0,5,1.0,1.036,2,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,27,4,30.50,거절의견,27.45,거절의견,,,BB+
신원,3128139921,자동차부품업,2020,283.81,12.0,"67,438,087",8,1.90,4,0.013,1.5,"95,214,340",6,0.87,1,-1.44,1,56.68,1.0,5,2.0,0.652,2,,0.00,,0.00,,0.00,3,1,3,5,3,2,2,5,2,1,3,2,22,4,58.50,거절의견,52.65,거절의견,,,BB-
신우특수건설,2298110864,토공사업,2020,252.01,9.5,"47,149,753",6,2.48,6,0.056,3,"20,875,596",2,2.09,2,6.89,7,44.33,2.0,4,0.0,2.608,8,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,29,4,61.50,C급,55.35,거절의견,,,BB-
신우코스텍,1128149265,산업제어장비제조,2020,2325.77,1.0,"20,016,574",2,-3.97,-3,-0.019,0,"41,002,645",4,-0.65,-1,-63.09,0,76.58,-3.0,3,-1.0,0.263,-1,,0.00,,0.00,,0.00,3,1,2,4,2,1,2,5,2,1,3,2,23,4,16.00,거절의견,14.40,거절의견,,,BB-
신우산업개발,6098127673,부동산개발공급,2020,810.15,1.0,"35,621,206",4,3.15,6,0.015,1.5,"74,605,427",6,1.36,1,5.05,5,49.64,3.0,3,-1.0,1.329,5,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,31,5,39.50,거절의견,35.55,거절의견,,,B-
신우기전,6228117969,자동차부품업,2020,349.78,6.0,"5,359,646",0,6.05,9,0.033,1,"9,677,411",0.5,1.06,1.5,2.02,3.5,75.00,-3.0,2,-1.5,9.355,8,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,24,4,29.00,거절의견,26.10,거절의견,,,CCC
신우공업,1238153435,농기계제조,2014,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신양상사,4028176006,건축자재도매,2017,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
신신화학공업,1348102033,PT제품제조업,2020,621.75,5.0,"30,651,380",4,2.62,6,0.027,1,"29,330,270",2,2.64,2,17.10,11,64.03,-3.0,7,6.0,0.495,-1,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,3,2,32,5,51.00,거절의견,45.90,거절의견,,,BB+
신세계전기,2158140525,내부전기배선공사,2020,47.86,16.0,"20,393,300",2,1.23,3,0.022,0.5,"11,269,762",1.5,5.89,2.5,3.38,3.5,3.19,13.0,2,-1.5,2.914,7,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,27,4,60.50,C급,54.45,거절의견,,,BB-
시너스텍,1498800870,특수목적기계제조,2020,144.29,17.0,"320,636,634",16,6.65,11.5,0.077,8,"276,546,855",15,6.59,5,3.71,6,17.90,14.0,7,6.0,1.219,5,,0.00,,0.00,,0.00,4,2,3,5,3,2,2,5,2,1,4,6,3,1,125.50,준A급,112.95,B급,,,BBB-
신동아종합건설,1148148258,건설업,2020,119.18,17.0,"52,172,726",6,0.02,2,0.000,1,"56,370,428",6,1.74,1,0.37,3,29.61,9.0,2,-1.5,1.356,5,171,1.35,,0.00,,0.00,6,4,3,5,4,3,2,5,2,1,4,6,50,5,78.85,C급,70.97,C급,,,A-
시호비전,1208138395,광학용품제조,2019,527.67,2.0,"4,699,995",0,-5.58,-3,-0.036,-2,"7,287,106",0,-12.98,-2,-22.94,0,23.94,7.0,1,-2.5,0.872,1,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,27,4,9.50,거절의견,8.55,거절의견,,,B
시티글로벌,2118879236,건설업,2020,123.98,17.0,"70,008,193",9,16.78,14,0.026,4,"449,130,018",15,2.75,2,3.24,5,29.44,11.0,1,-2.5,0.971,2,,0.00,,0.00,,0.00,3,1,4,7,4,3,2,5,2,1,4,6,9,2,101.50,B급,91.35,준B급,,,BB-
시드인테리어,2208126277,목재가구제조업,2018,81.26,14.0,"6,398,965",0,4.68,7,0.055,2,"5,404,589",0.5,2.97,1,5.19,3.5,30.45,4.0,5,1.0,4.525,8,,0.00,,0.00,,0.00,1,-8,1,2,2,1,1,2,2,1,3,2,29,4,45.00,거절의견,40.50,거절의견,1,2020-07-03,D
스템코리아,1198186859,의료기기제조,2019,73.39,14.0,"2,468,417",0,3.53,5,0.051,2,"1,696,953",0.5,5.48,2.5,7.83,5.5,24.75,7.0,9,9.0,4.204,8,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,15,3,66.50,C급,59.85,거절의견,,,BBB-
수양해운,6108186518,"모래,자갈채취업",2019,393.70,7.0,"9,822,910",1,-38.34,-3,-0.139,-2,"27,000,128",2,-5.09,-2,-72.99,0,51.79,0.0,1,-2.5,0.644,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,2,-1,13,3,5.50,거절의견,4.95,거절의견,1,2020-08-01,폐업
세화아이엠씨,4108149892,"주형,금형제조",2020,128.15,16.0,"42,506,006",5.5,-17.05,-3,-0.061,-2,"118,202,200",12,-9.17,-2,-115.90,0,26.34,10.0,1,-2.5,1.777,6,,0.00,,0.00,,0.00,1,-8,3,5,2,1,4,15,2,1,1,-5,22,4,53.00,거절의견,47.70,거절의견,,,CCC
세화개발,2148139665,철골구조물공사,2020,141.01,13.5,"17,163,932",2,2.78,5,0.028,1,"17,124,902",1,3.26,1.5,3.52,4,32.35,5.0,2,-1.5,2.990,9,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,36,5,57.50,거절의견,51.75,거절의견,,,BB-
세하,5148103863,판지제조업,2020,115.95,19.0,"189,516,847",15,11.11,15.5,0.111,10,"189,544,428",15,6.59,5,21.14,13,27.56,11.0,6,4.0,0.772,3,,0.00,,0.00,,0.00,5,3,2,4,3,2,4,15,2,1,3,3,37,5,143.50,A급,129.15,준A급,,,BBB
세창상사,1108111875,편조원단제조,2020,101.66,15.5,"217,701,039",15,-17.30,-3,-0.179,-2,"21,043,647",4,-19.51,-2,-31.10,0,29.72,8.0,2,-1.5,1.739,7,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,3,42,5,59.00,거절의견,53.10,거절의견,,,BB-
세창기계,1348607635,펄프가공기계제조,2020,209.60,10.0,"3,028,941",0,-0.75,-2,-0.003,0,"6,607,292",0,1.97,1.5,1.18,1.5,13.37,10.0,1,-2.5,1.419,3,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,18,3,33.50,거절의견,30.15,거절의견,,, BB+
세진건설,4098141357,기계장비설치공사,2017,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
세정코리아,2078152791,의료용품도매,2020,166.36,12.0,"24,489,538",2,3.29,5,0.078,4,"10,379,082",1,7.04,4.5,17.50,9.5,30.92,4.0,8,7.0,1.723,4,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,23,4,66.00,C급,59.40,거절의견,,,BB-
세정건설,6078110254,건설업,2020,315.60,12.0,"73,647,449",7.5,-32.66,-3,-0.236,-2,"102,017,495",6,-17.37,-2,-58.80,0,41.28,4.0,3,-1.0,0.312,-1,153,1.80,,0.00,,0.00,2,-3,3,5,4,3,2,5,2,1,5,10,32,5,48.30,거절의견,43.47,거절의견,,,B
세일전기,6028106089,전기조명장치,2020,138.50,13.5,"11,563,599",1,2.75,5,0.017,1,"18,206,104",1.5,1.71,0.5,1.81,2,34.82,5.0,2,-1.5,1.992,6,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,32,5,51.00,거절의견,45.90,거절의견,,,BB-
세원아이티씨,2158148755,안경광학장비,2019,132.51,15.0,"19,247,071",1.5,-22.63,-3,-0.076,-2,"57,652,350",6,-7.14,-2,-68.61,0,33.05,6.0,1,-2.5,1.002,4,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,3,2,25,4,30.00,거절의견,27.00,거절의견,1,2020-04-16,
세원건설,5138103929,토목시설건설업,2019,508.90,5.0,"60,686,076",6,3.98,6,0.039,2,"61,855,083",6,1.98,1,23.30,13,60.06,-3.0,3,-1.0,1.120,4,321,0.45,,0.00,,0.00,4,2,2,4,2,1,2,5,2,1,3,2,31,5,59.45,거절의견,53.51,거절의견,1,2018-11-02,
세운설비,2098105877,기계장비설치공사,2020,246.28,10.0,"7,905,570",0,-8.15,-3,-0.159,-2,"4,060,399",0,-41.08,-2,-43.46,0,5.60,13.0,4,0.0,1.310,3,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,37,5,29.00,거절의견,26.10,거절의견,,,B
세우엔지니어링,1228120815,기체여과기제조,2020,148.80,12.0,"6,431,379",0,1.35,3,0.013,0.5,"6,919,805",0,2.52,1,2.82,3.5,24.57,7.0,2,-1.5,1.721,4,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,31,5,39.50,거절의견,35.55,거절의견,,,B+
세방정밀,1148800215,자동차부품업,2018,267.65,8.0,"18,110,430",2,4.51,7,0.103,6,"7,921,047",0,26.57,8.5,34.05,11.5,17.57,10.0,4,0.0,1.096,2,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,5,1,61.00,C급,54.90,거절의견,,,B+
세강,1258621268,자동차부품업,2017,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
성호건설,5058157856,토목시설건설업,2020,40.01,16.0,"48,266,527",6,1.91,4,0.099,4,"9,362,184",1.5,13.63,6.5,12.44,7.5,2.23,13.0,6,3.0,3.247,7,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,12,3,80.50,준B급,72.45,C급,,,BB-
성토건설,1248155703,건설업,2018,71.74,14.0,"15,001,124",2,1.25,3,0.023,0.5,"8,212,044",1.5,1.31,1.5,0.89,1.5,1.31,13.0,8,7.0,424.320,8,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,22,4,61.00,C급,54.90,거절의견,1,2019-06-12,
성창이엔씨(성창Ｅ＆Ｃ),4178104580,기계장비설치공사,2020,9999.00,1.0,"53,206,594",5.5,-47.97,-3,-0.296,-2,"86,231,826",6,-56.63,-2,-9999.00,0,60.80,-3.0,1,-2.5,0.728,2,,0.00,,0.00,,0.00,1,-8,1,2,2,1,2,5,2,1,1,-5,31,5,3.00,거절의견,2.70,거절의견,,,C+
성일종합건설,6218132652,사무시설건설업,2020,13.85,16.0,"7,973,114",0,11.43,13,0.117,6,"7,815,902",0.5,999.00,8.5,16.48,9.5,0.00,13.0,5,1.0,7.979,8,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,22,4,89.50,준B급,80.55,준B급,,,BB+
성원피에프,1398130650,자동차부품업,2020,225.58,10.0,"8,400,876",1,2.30,5,0.016,0.5,"11,733,519",1,3.45,1,5.49,3.5,46.79,1.0,1,-2.5,0.640,1,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,25,4,34.50,거절의견,31.05,거절의견,,,BB-
성원에프씨,1198131470,의류제조업,2020,78.02,15.5,"18,339,704",2,-0.99,-2,-0.011,0,"17,213,785",1.5,-7.56,-2,-6.85,0,21.15,8.0,6,5.0,1.571,5,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,22,4,49.00,거절의견,44.10,거절의견,,,BB
성우엔지니어링,6098149930,자동차부품업,2020,9999.00,1.0,"25,915,946",3.5,-10.68,-3,-0.101,-2,"27,396,539",2,0.81,1,-9999.00,0,76.47,-3.0,1,-2.5,0.263,-1,,0.00,,0.00,,0.00,1,-8,2,4,2,1,2,5,2,1,1,-5,20,4,-2.00,거절의견,-1.80,거절의견,,,C+
성신미네필드,2258101403,"석회,플라스터제조",2020,268.70,11.0,"37,241,492",4,3.46,6,0.043,1,"30,076,208",2,5.56,4,14.93,9,33.70,6.0,9,10.0,0.896,2,,0.00,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,4,6,31,5,79.00,C급,71.10,C급,,,BBB
성신레미컨,4088616016,레미콘 제조업,2020,182.27,14.0,"83,834,110",8,-2.89,0,-0.021,-2,"113,398,971",11,-2.19,-1,-14.69,0,34.45,7.0,4,0.0,0.209,-1,,0.00,,0.00,,0.00,2,-3,5,10,4,3,2,5,2,1,5,10,3,1,63.00,C급,56.70,거절의견,,,B
성석의료재단,1088204801,일반병원,2018,264.11,11.0,"15,547,024",1.5,-5.24,-3,-0.025,-2,"33,157,616",2,-1.56,-1,-13.85,0,51.81,0.0,5,2.0,0.336,-1,,0.00,,0.00,,0.00,2,-3,1,2,2,1,2,5,2,1,2,-1,20,4,18.50,거절의견,16.65,거절의견,1,2019-09-12,
성보엔지니어링,1178101489,소방시설공사업,2020,37.46,19.0,"101,561,630",11,7.88,11.5,0.240,9,"33,289,422",4,9999.00,10,25.75,13,0.00,15.0,7,7.0,2.670,9,,0.00,,0.00,,0.00,5,3,1,2,3,2,2,5,2,1,4,6,35,5,132.50,준A급,119.25,준A급,,,BBB+
성보건업,1138121372,"유리,창호공사업",2019,65.21,14.0,"20,937,129",2,4.51,7,0.083,4,"11,321,689",1.5,10.76,9.5,11.43,7.5,14.63,10.0,8,7.0,3.080,7,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,38,5,84.50,준B급,76.05,C급,,,
설악전기,1398107498,전기자동제어반,2020,90.61,14.0,"7,708,477",0,8.55,11,0.063,2,"10,484,929",1.5,3.44,1,7.28,5.5,42.68,1.0,4,0.0,4.231,8,,0.00,,0.00,,0.00,2,-3,1,2,2,1,1,2,2,1,3,2,30,5,54.00,거절의견,48.60,거절의견,,,B+
선돌건영,1178168632,"유리,창호공사업",2018,229.47,10.0,"14,730,863",2,3.60,5,0.081,4,"6,582,675",0,23.89,8.5,23.16,11.5,6.33,13.0,8,7.0,1.525,3,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,11,3,77.00,C급,69.30,C급,1,2020-10-08,
석미건설,1268115992,"부동산개발,공급업",2020,194.17,13.0,"21,069,481",2,4.57,7,0.036,1,"26,768,188",3,2.60,1.5,7.17,6,31.72,6.0,3,-1.0,2.727,8,,0.00,,0.00,,0.00,3,1,1,2,2,1,2,5,2,1,3,2,31,5,63.50,C급,57.15,거절의견,,,BB
서진산업,1238100637,자동차부품업,2020,316.16,13.0,"642,453,360",16,2.83,7.5,0.028,4,"655,098,965",14,1.34,2,4.05,6,47.78,5.0,8,8.0,0.307,0,,0.00,,0.00,,0.00,4,2,3,5,4,3,2,5,2,1,4,6,49,5,102.50,B급,92.25,준B급,,,BB+
서일캐스팅,6218114620,자동차부품업,2020,330.30,9.0,"39,299,678",4,0.48,2,-0.004,0,"42,541,698",4,1.43,1,2.98,5,41.88,3.0,5,2.0,0.866,2,,0.00,,0.00,,0.00,2,-3,1,2,2,1,2,5,2,1,3,2,28,4,44.00,거절의견,39.60,거절의견,,,B+
서원산업,4058110639,콘크리트제품제조,2017,,16.0,,0,,1,,1,,0.5,,1.5,,1.5,,13.0,,#N/A,,-1,,0.00,,0.00,,0.00,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,,,
서원기술,1388103562,주철관제조업,2021,319.43,11.0,"40,956,271",6,-1.79,0,-0.011,0,"64,062,579",6,-0.52,-1,-3.74,0,51.87,0.0,5,2.0,0.835,2,,0.00,,0.00,,0.00,4,2,1,2,2,1,2,5,2,1,3,2,35,5,44.00,거절의견,39.60,거절의견,,,B
서울조구,1228110582,"낚시,수렵도구",2020,90.17,14.0,"7,641,350",0,7.62,9,0.051,2,"11,512,919",1.5,7.71,4.5,10.06,7.5,34.87,4.0,4,0.0,1.467,3,,0.00,,0.00,,0.00,4,2,1,2,2,1,1,2,2,1,3,2,43,5,60.50,C급,54.45,거절의견,,,BB+
서울전선,1338122680,"절연선,케이블제조",2020,152.36,15.0,"149,394,749",12,0.85,2,0.015,1.5,"84,945,641",7,1.97,2,2.30,6,38.80,6.0,6,4.0,0.962,3,,0.00,,0.00,,0.00,4,2,1,2,3,2,2,5,2,1,4,6,38,5,81.50,준B급,73.35,C급,,,BB+
서울유니온약품,2048192440,의약품도매업,2020,286.16,12.0,"270,247,600",16,3.49,7.5,0.064,5,"147,410,198",12,9.63,7,26.96,13,39.27,8.0,9,10.0,0.819,3,,0.00,,0.00,,0.00,4,2,3,5,3,2,2,5,2,1,4,6,16,3,117.50,준A급,105.75,B급,,,BBB-
서울공조,2138628103,배관공사업,2020,128.51,12.0,"14,702,703",3,6.61,9,0.081,4,"11,973,058",1.5,5.13,2.5,12.30,7.5,48.12,1.0,6,3.0,5.619,8,,0.00,,0.00,,0.00,3,1,1,2,2,1,1,2,2,1,3,2,25,4,64.50,C급,58.05,거절의견,,,BB
서연인테크,4038109664,트레일러제조업,2020,200.06,13.0,"57,611,954",6,-3.54,-3,-0.042,-2,"48,113,547",5,-22.58,-2,-44.62,0,28.12,9.0,2,-1.5,0.764,2,,0.00,,0.00,,0.00,2,-3,4,7,2,1,2,5,2,1,3,2,27,4,43.50,거절의견,39.15,거절의견,,,B+
